file,item,class,nrow,ncol,columns
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu35ksuba_limma_PB_B-ALL.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu35ksuba_limma_PB_T-ALL.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu35ksuba_limma_UT_EAC.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu35ksuba_variance_top3000_BLAD_TCC.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu35ksuba_variance_top3000_BR_BRAD.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu35ksuba_variance_top3000_Brain_GBM.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu35ksuba_variance_top3000_Brain_MB.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu35ksuba_variance_top3000_COL_COADREAD.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu35ksuba_variance_top3000_GC_FL.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu35ksuba_variance_top3000_GC_LBCL.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu35ksuba_variance_top3000_KID_RCC.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu35ksuba_variance_top3000_LU_LUAD.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu35ksuba_variance_top3000_OV_OVAD.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu35ksuba_variance_top3000_PA_PAAD.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu35ksuba_variance_top3000_PB_B-ALL.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu35ksuba_variance_top3000_PB_T-ALL.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu35ksuba_variance_top3000_PR_PRAD.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu35ksuba_variance_top3000_UT_EAC.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu6800_limma_BLAD_TCC.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu6800_limma_BR_BRAD.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu6800_limma_Brain_GBM.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu6800_limma_Brain_MB.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu6800_limma_COL_COADREAD.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu6800_limma_KID_RCC.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu6800_limma_LU_LUAD.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu6800_limma_OV_OVAD.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu6800_limma_PA_PAAD.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu6800_limma_PB_B-ALL.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu6800_limma_PB_T-ALL.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu6800_limma_UT_EAC.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu6800_variance_top3000_BLAD_TCC.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu6800_variance_top3000_BR_BRAD.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu6800_variance_top3000_Brain_GBM.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
output/global_cancer/structural_inference/RData/complexity/by_comparison/complexity_results_hu6800_variance_top3000_Brain_MB.rds,summary,"tbl_df, tbl, data.frame",1,33,chip | group | comparison | filter_regime | engine | gene_set_mode | gene_set_name | matrix_key_normal | matrix_key_tumor | n_shared_probes | n_samples_normal | n_samples_tumor | n_features | kappa_normal | kappa_tumor | kappa_delta | direction | p_perm | ci_normal_low | ci_normal_high | ci_tumor_low | ci_tumor_high | effrank_normal | effrank_tumor | effrank_delta | sparsity_normal | sparsity_tumor | sparsity_delta | composite_kappa_normal | composite_kappa_tumor | composite_kappa_delta | status | p_perm_fdr
