source_file,analysis_scope,engine,sample_id,chip,filter_regime,latent_model_id,geo_accession,title,platform_id,tissue,disease,state,comparison,short_label,plot_label,tissue_label,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10
latent_sample_coordinates.csv,latent_space,latent,GSM1686796_CL2000071840AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686796,golub-00236: CL2000071840AA,GPL98,Pancreas,pancreatic adenocarcinoma,cancer,Pancreas/pancreatic adenocarcinoma,PA/PAAD,PAAD,pancreas_pancreatic.adenocarcinoma,-0.045966625,7.360954,-14.453274,6.321151,13.72746,9.69793,-10.61365,2.8200135,-1.8836193,2.9877143
latent_sample_coordinates.csv,latent_space,latent,GSM1686797_CL2000071841AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686797,golub-00236: CL2000071841AA,GPL98,Pancreas,normal,normal,NA,NA,NA,pancreas,5.9571004,-2.8452852,-44.849728,-2.4175005,-2.3783863,-4.2223396,-7.1733623,-15.533871,-33.169308,6.465517
latent_sample_coordinates.csv,latent_space,latent,GSM1686798_CL2000071842AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686798,golub-00236: CL2000071842AA,GPL98,Pancreas,normal,normal,NA,NA,NA,pancreas,6.789431,4.1835456,-13.3660145,14.584513,14.650616,4.550662,-7.98218,-6.88482,-2.0063715,10.852569
latent_sample_coordinates.csv,latent_space,latent,GSM1686799_CL2000071843AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686799,golub-00236: CL2000071843AA,GPL98,Lymphoid,Follicular lymphoma,cancer,Lymphoid/Follicular lymphoma,NA,NA,lymphoid.tissue_follicular.lymphoma,0.10349667,9.053426,7.484109,5.025475,13.060404,1.621546,-7.4758973,2.6920369,-27.671852,10.543116
latent_sample_coordinates.csv,latent_space,latent,GSM1686825_CL2000080303AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686825,golub-00236: CL2000080303AA,GPL98,Breast,breast adenocarcinoma,cancer,Breast/breast adenocarcinoma,BR/BRAD,BRAD,breast_breast.adenocarcinoma,2.861403,5.327963,-7.5681696,16.588547,18.14037,-2.4355214,-7.997148,-3.5682473,-0.5254869,14.076603
latent_sample_coordinates.csv,latent_space,latent,GSM1686826_CL2000080304AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686826,golub-00236: CL2000080304AA,GPL98,Ovary,ovarian adenocarcinoma,cancer,Ovary/ovarian adenocarcinoma,OV/OVAD,OVAD,ovary_ovarian.adenocarcinoma,1.8658966,10.447198,-12.069436,11.332487,11.236311,4.8273106,-11.180253,0.5059914,-5.877384,6.1968846
latent_sample_coordinates.csv,latent_space,latent,GSM1686827_CL2000080305AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686827,golub-00236: CL2000080305AA,GPL98,Ovary,ovarian adenocarcinoma,cancer,Ovary/ovarian adenocarcinoma,OV/OVAD,OVAD,ovary_ovarian.adenocarcinoma,17.07689,6.6991367,-10.697459,5.102682,13.677245,3.2614002,-8.0482855,-1.9203378,-0.010646343,8.019936
latent_sample_coordinates.csv,latent_space,latent,GSM1686828_CL2000080306AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686828,golub-00236: CL2000080306AA,GPL98,Ovary,ovarian adenocarcinoma,cancer,Ovary/ovarian adenocarcinoma,OV/OVAD,OVAD,ovary_ovarian.adenocarcinoma,-4.9159,5.8128185,-2.923325,2.8205652,4.753371,-1.093819,-8.826889,5.4044886,3.086462,2.9745846
latent_sample_coordinates.csv,latent_space,latent,GSM1686829_CL2000080307AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686829,golub-00236: CL2000080307AA,GPL98,Ovary,ovarian adenocarcinoma,cancer,Ovary/ovarian adenocarcinoma,OV/OVAD,OVAD,ovary_ovarian.adenocarcinoma,14.6034775,12.678764,-15.428142,-2.1335912,10.430708,13.086529,-11.850702,1.6331439,-4.8380213,2.648314
latent_sample_coordinates.csv,latent_space,latent,GSM1686830_CL2000080308AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686830,golub-00236: CL2000080308AA,GPL98,Ovary,ovarian adenocarcinoma,cancer,Ovary/ovarian adenocarcinoma,OV/OVAD,OVAD,ovary_ovarian.adenocarcinoma,7.904225,12.10454,1.2036307,1.1078212,5.6116557,8.066632,-6.323365,4.6354094,3.101369,4.8920264
latent_sample_coordinates.csv,latent_space,latent,GSM1686831_CL2000080310AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686831,golub-00236: CL2000080310AA,GPL98,Bladder,bladder transitional cell carcinoma,cancer,Bladder/bladder transitional cell carcinoma,BLAD/TCC,TCC,bladder_bladder.transitional.cell.carcinoma,7.850978,19.314247,3.1060748,10.329193,2.660592,20.18883,-4.518358,11.664698,-3.2487574,11.178664
latent_sample_coordinates.csv,latent_space,latent,GSM1686832_CL2000080311AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686832,golub-00236: CL2000080311AA,GPL98,Bladder,bladder transitional cell carcinoma,cancer,Bladder/bladder transitional cell carcinoma,BLAD/TCC,TCC,bladder_bladder.transitional.cell.carcinoma,9.832634,7.672782,-13.479086,9.543685,11.27806,2.858742,-8.770811,0.49983788,-4.0471516,5.9781084
latent_sample_coordinates.csv,latent_space,latent,GSM1686833_CL2000080312AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686833,golub-00236: CL2000080312AA,GPL98,Bladder,bladder transitional cell carcinoma,cancer,Bladder/bladder transitional cell carcinoma,BLAD/TCC,TCC,bladder_bladder.transitional.cell.carcinoma,5.018097,10.901313,-9.746193,5.0448546,9.959345,8.72364,-7.2049017,4.555458,-7.4519444,7.690686
latent_sample_coordinates.csv,latent_space,latent,GSM1686834_CL2000080313AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686834,golub-00236: CL2000080313AA,GPL98,Bladder,bladder transitional cell carcinoma,cancer,Bladder/bladder transitional cell carcinoma,BLAD/TCC,TCC,bladder_bladder.transitional.cell.carcinoma,9.376782,11.237168,-11.133524,-1.3120123,8.723831,13.191382,-8.535674,4.7769284,-6.6755805,4.328734
latent_sample_coordinates.csv,latent_space,latent,GSM1686835_CL2000080314AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686835,golub-00236: CL2000080314AA,GPL98,Bladder,bladder transitional cell carcinoma,cancer,Bladder/bladder transitional cell carcinoma,BLAD/TCC,TCC,bladder_bladder.transitional.cell.carcinoma,-0.55010474,15.7595005,-5.6316967,-3.295137,3.7529275,19.919449,-6.911137,4.08092,-5.2456465,5.6143084
latent_sample_coordinates.csv,latent_space,latent,GSM1686836_CL2000080802AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686836,golub-00236: CL2000080802AA,GPL98,Bladder,bladder transitional cell carcinoma,cancer,Bladder/bladder transitional cell carcinoma,BLAD/TCC,TCC,bladder_bladder.transitional.cell.carcinoma,9.694658,14.992294,-2.8749852,5.852345,5.592988,9.418473,-5.7373824,7.148869,-5.072825,8.479241
latent_sample_coordinates.csv,latent_space,latent,GSM1686837_CL2000080803AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686837,golub-00236: CL2000080803AA,GPL98,Bladder,bladder transitional cell carcinoma,cancer,Bladder/bladder transitional cell carcinoma,BLAD/TCC,TCC,bladder_bladder.transitional.cell.carcinoma,9.448473,19.968952,4.9347,6.755146,17.692314,17.50637,-0.44514948,13.881854,9.681478,22.101141
latent_sample_coordinates.csv,latent_space,latent,GSM1686838_CL2000080804AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686838,golub-00236: CL2000080804AA,GPL98,Prostate,prostate adenocarcinoma,cancer,Prostate/prostate adenocarcinoma,PR/PRAD,PRAD,prostate_prostate.adenocarcinoma,2.0925708,15.944851,2.8688722,-5.2226057,1.1542997,16.227575,-0.67017496,0.2924506,-6.713797,3.2586346
latent_sample_coordinates.csv,latent_space,latent,GSM1686839_CL2000080805AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686839,golub-00236: CL2000080805AA,GPL98,Skin,melanoma,cancer,Skin/melanoma,NA,NA,skin_melanoma,4.120254,28.589684,22.279827,17.373005,-1.3366916,20.145935,4.5512934,-15.032322,15.261194,13.309935
latent_sample_coordinates.csv,latent_space,latent,GSM1686840_CL2000080806AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686840,golub-00236: CL2000080806AA,GPL98,Skin,melanoma,cancer,Skin/melanoma,NA,NA,skin_melanoma,9.650077,25.92974,-10.647933,15.7764,13.111582,25.2246,-6.985894,-21.02038,2.91471,8.458486
latent_sample_coordinates.csv,latent_space,latent,GSM1686841_CL2000080807AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686841,golub-00236: CL2000080807AA,GPL98,Skin,melanoma,cancer,Skin/melanoma,NA,NA,skin_melanoma,18.895952,24.726212,5.6954975,7.071854,2.9247055,27.390999,-4.989436,-18.094475,16.00022,4.8455105
latent_sample_coordinates.csv,latent_space,latent,GSM1686842_CL2000080808AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686842,golub-00236: CL2000080808AA,GPL98,Kidney,normal,normal,NA,NA,NA,kidney,11.961685,0.7181958,-7.5383906,6.060549,2.3585029,-11.157021,-9.37483,-0.3764298,-10.368715,6.760633
latent_sample_coordinates.csv,latent_space,latent,GSM1686843_CL2000080809AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686843,golub-00236: CL2000080809AA,GPL98,Kidney,normal,normal,NA,NA,NA,kidney,-9.355745,4.9516983,-0.60683906,10.381732,1.0226756,-8.367918,-4.701721,15.611632,4.0642934,21.515259
latent_sample_coordinates.csv,latent_space,latent,GSM1686844_CL2000080810AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686844,golub-00236: CL2000080810AA,GPL98,Kidney,normal,normal,NA,NA,NA,kidney,8.071599,-1.1513721,-9.596581,2.632327,4.8691325,-11.4277935,-11.147204,-0.69655573,-1.977169,6.3218985
latent_sample_coordinates.csv,latent_space,latent,GSM1686845_CL2000080811AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686845,golub-00236: CL2000080811AA,GPL98,Kidney,normal,normal,NA,NA,NA,kidney,9.426257,5.4484205,-9.283209,3.5754766,7.481568,-5.190939,-11.7330475,2.937946,-3.4914498,6.2584066
latent_sample_coordinates.csv,latent_space,latent,GSM1686846_CL2000080812AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686846,golub-00236: CL2000080812AA,GPL98,Kidney,normal,normal,NA,NA,NA,kidney,17.479551,-0.787297,-17.1008,-6.2744894,2.2908912,-14.953451,-10.409378,13.0424385,-9.674897,9.2758
latent_sample_coordinates.csv,latent_space,latent,GSM1686847_CL2000080813AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686847,golub-00236: CL2000080813AA,GPL98,Kidney,normal,normal,NA,NA,NA,kidney,0.37711173,6.498891,-7.8068514,4.893173,10.152787,-3.4814956,-13.175426,1.0328205,-4.949431,7.5671115
latent_sample_coordinates.csv,latent_space,latent,GSM1686848_CL2000081524AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686848,golub-00236: CL2000081524AA,GPL98,Pancreas,pancreatic adenocarcinoma,cancer,Pancreas/pancreatic adenocarcinoma,PA/PAAD,PAAD,pancreas_pancreatic.adenocarcinoma,1.9606178,6.1359515,6.016121,3.86972,-7.2541256,1.9484279,-8.016871,9.804507,10.094294,4.2174315
latent_sample_coordinates.csv,latent_space,latent,GSM1686895_CL2000090701AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686895,golub-00236: CL2000090701AA,GPL98,Lung,lung adenocarcinoma,cancer,Lung/lung adenocarcinoma,LU/LUAD,LUAD,lung_lung.adenocarcinoma,15.92035,17.296644,8.257515,-1.9403971,2.6249318,12.560707,-11.15292,7.6263967,8.147719,1.7873282
latent_sample_coordinates.csv,latent_space,latent,GSM1686896_CL2000090702AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686896,golub-00236: CL2000090702AA,GPL98,Lung,lung adenocarcinoma,cancer,Lung/lung adenocarcinoma,LU/LUAD,LUAD,lung_lung.adenocarcinoma,17.363424,11.312537,-14.329857,1.4082363,15.183803,4.990077,-13.560628,1.8762418,4.6601214,1.3452678
latent_sample_coordinates.csv,latent_space,latent,GSM1686897_CL2000090703AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686897,golub-00236: CL2000090703AA,GPL98,Lung,lung adenocarcinoma,cancer,Lung/lung adenocarcinoma,LU/LUAD,LUAD,lung_lung.adenocarcinoma,15.669303,9.900234,0.10914576,-4.0859365,3.8528018,4.267194,-11.695092,7.712227,4.398805,-0.0992077
latent_sample_coordinates.csv,latent_space,latent,GSM1686898_CL2000090704AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686898,golub-00236: CL2000090704AA,GPL98,Lung,lung adenocarcinoma,cancer,Lung/lung adenocarcinoma,LU/LUAD,LUAD,lung_lung.adenocarcinoma,15.408696,10.40593,4.3226724,-8.619807,-1.476248,7.824248,-11.768983,8.062048,6.0283155,-1.971817
latent_sample_coordinates.csv,latent_space,latent,GSM1686899_CL2000090706AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686899,golub-00236: CL2000090706AA,GPL98,Prostate,prostate adenocarcinoma,cancer,Prostate/prostate adenocarcinoma,PR/PRAD,PRAD,prostate_prostate.adenocarcinoma,9.576916,-2.414672,7.756775,0.9829526,7.3335395,8.6327505,2.151964,21.633978,11.191462,5.858658
latent_sample_coordinates.csv,latent_space,latent,GSM1686900_CL2000090707AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686900,golub-00236: CL2000090707AA,GPL98,Prostate,prostate adenocarcinoma,cancer,Prostate/prostate adenocarcinoma,PR/PRAD,PRAD,prostate_prostate.adenocarcinoma,6.2177114,0.55498016,4.600884,4.8059444,8.49063,4.483602,1.7530205,18.456964,9.429994,5.378214
latent_sample_coordinates.csv,latent_space,latent,GSM1686901_CL2000090708AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686901,golub-00236: CL2000090708AA,GPL98,Prostate,prostate adenocarcinoma,cancer,Prostate/prostate adenocarcinoma,PR/PRAD,PRAD,prostate_prostate.adenocarcinoma,5.2735105,1.1054431,9.254046,4.88742,6.6739626,7.45558,4.678417,20.18306,7.778028,7.5722013
latent_sample_coordinates.csv,latent_space,latent,GSM1686902_CL2000090709AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686902,golub-00236: CL2000090709AA,GPL98,Prostate,prostate adenocarcinoma,cancer,Prostate/prostate adenocarcinoma,PR/PRAD,PRAD,prostate_prostate.adenocarcinoma,8.634501,-1.2291406,10.114453,3.9121165,3.8849897,8.499748,2.3042045,18.996645,13.101059,7.5298705
latent_sample_coordinates.csv,latent_space,latent,GSM1686903_CL2000090711AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686903,golub-00236: CL2000090711AA,GPL98,Breast,normal,normal,NA,NA,NA,breast,13.725201,3.4604473,18.050007,4.5488343,-9.674615,3.1344552,2.5714898,13.068877,12.528323,8.549191
latent_sample_coordinates.csv,latent_space,latent,GSM1686904_CL2000090712AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686904,golub-00236: CL2000090712AA,GPL98,Breast,normal,normal,NA,NA,NA,breast,18.136326,3.0581646,17.022228,5.4015503,-10.912536,2.0454705,6.7285194,15.775911,5.029307,8.655254
latent_sample_coordinates.csv,latent_space,latent,GSM1686905_CL2000090713AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686905,golub-00236: CL2000090713AA,GPL98,Breast,normal,normal,NA,NA,NA,breast,-7.8480606,6.0569243,5.2349677,12.995834,1.9521351,-13.468467,-9.43612,7.0719004,11.708849,1.7408769
latent_sample_coordinates.csv,latent_space,latent,GSM1686906_CL2000090714AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686906,golub-00236: CL2000090714AA,GPL98,Prostate,normal,normal,NA,NA,NA,prostate,6.9393163,-1.6440479,1.584899,0.629053,5.118341,3.67958,-1.6769991,12.688634,10.209566,1.7572203
latent_sample_coordinates.csv,latent_space,latent,GSM1686907_CL2000090715AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686907,golub-00236: CL2000090715AA,GPL98,Prostate,normal,normal,NA,NA,NA,prostate,8.614305,-4.562941,8.656325,1.7158734,5.2407384,6.081759,3.4670482,20.637709,8.85248,5.3457594
latent_sample_coordinates.csv,latent_space,latent,GSM1686908_CL2000090716AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686908,golub-00236: CL2000090716AA,GPL98,Prostate,normal,normal,NA,NA,NA,prostate,16.830866,-5.3383565,9.510104,2.365718,2.3460221,4.5645704,-1.6989386,17.55243,13.2620945,8.290135
latent_sample_coordinates.csv,latent_space,latent,GSM1686909_CL2000090720AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686909,golub-00236: CL2000090720AA,GPL98,Lung,normal,normal,NA,NA,NA,lung,10.099045,3.7958465,3.0936933,-4.3055954,3.7900834,-4.056375,-10.316155,8.740674,1.699978,0.73829526
latent_sample_coordinates.csv,latent_space,latent,GSM1686910_CL2000090721AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686910,golub-00236: CL2000090721AA,GPL98,Lung,normal,normal,NA,NA,NA,lung,15.141041,6.9088535,11.096666,-5.688072,4.5282555,3.0360756,-10.577243,10.032555,8.108723,6.096342
latent_sample_coordinates.csv,latent_space,latent,GSM1686911_CL2000090722AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686911,golub-00236: CL2000090722AA,GPL98,Colon,normal,normal,NA,NA,NA,colon,11.100822,-5.2764416,5.1459827,-6.666188,-8.352916,1.0088844,-8.838572,21.16372,10.183972,7.009551
latent_sample_coordinates.csv,latent_space,latent,GSM1686912_CL2000090724AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686912,golub-00236: CL2000090724AA,GPL98,Colon,normal,normal,NA,NA,NA,colon,7.4285617,-0.84031,9.684744,2.7222488,-12.122197,2.4105577,-5.9779005,19.22698,14.329163,9.408649
latent_sample_coordinates.csv,latent_space,latent,GSM1686913_CL2000090725AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686913,golub-00236: CL2000090725AA,GPL98,Colon,normal,normal,NA,NA,NA,colon,11.602191,1.9191129,2.0074415,4.3359737,-4.993273,1.9084501,-11.925589,12.996588,12.646259,4.8600135
latent_sample_coordinates.csv,latent_space,latent,GSM1686914_CL2000090726AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686914,golub-00236: CL2000090726AA,GPL98,Colon,normal,normal,NA,NA,NA,colon,17.26029,5.7328463,-2.543282,3.8230133,-5.9543386,9.554049,-15.798016,14.998921,18.796675,5.82975
latent_sample_coordinates.csv,latent_space,latent,GSM1686915_CL2000090727AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686915,golub-00236: CL2000090727AA,GPL98,Colon,normal,normal,NA,NA,NA,colon,5.6573043,16.586878,-12.317769,11.149475,17.34666,7.5706105,-17.660814,0.8591769,19.63703,1.8042777
latent_sample_coordinates.csv,latent_space,latent,GSM1686916_CL2000090728AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686916,golub-00236: CL2000090728AA,GPL98,Colon,normal,normal,NA,NA,NA,colon,9.79593,3.335783,-9.067765,-2.0137005,8.622756,3.2155504,-13.800026,8.562242,6.2815313,-0.036775924
latent_sample_coordinates.csv,latent_space,latent,GSM1686917_CL2000090729AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686917,golub-00236: CL2000090729AA,GPL98,Colon,normal,normal,NA,NA,NA,colon,13.150975,4.143853,-6.239792,-2.7619903,4.9148664,8.313545,-14.56218,10.457034,12.834868,2.9659908
latent_sample_coordinates.csv,latent_space,latent,GSM1686918_CL2000090730AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686918,golub-00236: CL2000090730AA,GPL98,Bladder,normal,normal,NA,NA,NA,bladder,11.56914,-13.565409,16.004887,-0.049298406,-11.208523,-16.64656,0.1565162,12.546021,16.208652,2.4714074
latent_sample_coordinates.csv,latent_space,latent,GSM1686919_CL2000090731AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686919,golub-00236: CL2000090731AA,GPL98,Bladder,normal,normal,NA,NA,NA,bladder,10.906444,-5.2173834,-3.6987844,-0.6623877,6.1235256,-12.864345,-9.6984415,4.9922547,14.535761,-5.5800676
latent_sample_coordinates.csv,latent_space,latent,GSM1686920_CL2000090732AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686920,golub-00236: CL2000090732AA,GPL98,Bladder,normal,normal,NA,NA,NA,bladder,1.5798719,-4.501676,12.187543,-14.197874,-9.541241,0.35372043,-5.6570854,16.71341,6.3180513,-3.3782365
latent_sample_coordinates.csv,latent_space,latent,GSM1686921_CL2000090733AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686921,golub-00236: CL2000090733AA,GPL98,Uterus,normal,normal,NA,NA,NA,uterus,38.282158,14.11795,-16.086662,10.86626,13.615579,5.5002136,-8.107246,-8.963115,13.6058855,6.8386745
latent_sample_coordinates.csv,latent_space,latent,GSM1686922_CL2000090734AA.CEL,hu35ksuba,variance_global,hu35ksuba_variance_global_top3000_vae_z10,GSM1686922,golub-00236: CL2000090734AA,GPL98,Uterus,normal,normal,NA,NA,NA,uterus,22.7334,-8.03521,12.33417,-2.2250094,-6.805515,-3.4831276,-8.581259,5.78963,18.147942,-3.1183095
